series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,repair center,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K,next_failure_time,next_failure_time_censored
sn_000081,product A,V1E2,po_000247,po_000246,846,1,3497,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000082,product A,V1E1,po_000248,MFG,3507,1,3507,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000083,product A,V1E1,po_000249,MFG,1564,0,1564,center_0,1,1,1,0,1,0,0,0,1,0,1948,1
sn_000083,product A,V1E2,po_000250,po_000249,1948,1,3512,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000084,product A,V1E1,po_000251,MFG,3514,1,3514,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000085,product A,V1E1,po_000252,MFG,3513,1,3513,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000086,product A,V1E1,po_000253,MFG,1060,0,1060,center_0,0,0,0,0,1,0,0,0,0,0,39,0
sn_000086,product A,V1E2,po_000254,po_000253,39,0,1099,center_2,0,1,0,1,1,0,0,0,0,0,884,0
sn_000086,product A,V1E2,po_000255,po_000254,884,0,1983,center_2,0,0,0,0,1,0,1,0,0,0,294,0
sn_000086,product A,V1E2,po_000256,po_000255,294,0,2277,center_2,1,0,1,0,1,0,0,0,0,0,1199,1
sn_000086,product A,V1E2,po_000257,po_000256,1199,1,3476,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000087,product A,V1E1,po_000258,MFG,970,0,970,center_0,0,0,0,0,1,0,0,0,0,0,2542,1
sn_000087,product A,V1E2,po_000259,po_000258,2542,1,3512,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000088,product A,V1E1,po_000260,MFG,3509,1,3509,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000089,product A,V1E1,po_000261,MFG,632,1,632,center_0,0,0,0,0,0,0,0,0,0,0,85,0
sn_000089,product A,V1E1,po_000262,po_000261,85,0,717,center_2,1,0,1,0,1,0,0,0,0,0,1448,1
sn_000089,product A,V1E2,po_000263,po_000262,1448,1,2165,center_2,0,0,0,0,1,0,0,0,0,0,,
sn_000090,product A,V1E1,po_000264,MFG,3512,1,3512,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000091,product A,V1E1,po_000265,MFG,1005,0,1005,center_0,0,0,0,0,1,0,0,0,0,0,1084,0
sn_000091,product A,V1E2,po_000266,po_000265,1084,0,2089,center_2,0,0,0,0,1,0,0,0,0,0,144,0
sn_000091,product A,V1E2,po_000267,po_000266,144,0,2233,center_2,0,1,0,0,0,1,0,1,0,0,1256,1
sn_000091,product A,V1E2,po_000268,po_000267,1256,1,3489,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000092,product A,V1E1,po_000269,MFG,3508,1,3508,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000093,product A,V1E1,po_000270,MFG,537,0,537,center_0,0,0,1,0,0,0,0,0,0,0,635,0
sn_000093,product A,V1E1,po_000271,po_000270,635,0,1172,center_2,0,0,0,0,1,0,0,0,0,0,1419,0
sn_000093,product A,V1E2,po_000272,po_000271,1419,0,2591,center_2,0,0,0,0,1,0,0,0,0,0,863,1
sn_000093,product A,V1E2,po_000273,po_000272,863,1,3454,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000094,product A,V1E1,po_000274,MFG,489,0,489,center_0,0,0,0,0,1,0,0,0,0,0,479,0
sn_000094,product A,V1E2,po_000275,po_000274,479,0,968,center_2,0,0,0,0,1,1,0,0,0,0,1231,0
sn_000094,product A,V1E2,po_000276,po_000275,1231,0,2199,center_2,0,0,0,0,1,0,0,0,0,0,1227,1
sn_000094,product A,V1E2,po_000277,po_000276,1227,1,3426,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000095,product A,V1E1,po_000278,MFG,1184,0,1184,center_0,0,0,0,0,0,1,0,0,0,0,2050,0
sn_000095,product A,V1E1,po_000279,po_000278,2050,0,3234,center_2,0,0,0,0,1,0,0,0,0,0,252,1
sn_000095,product A,V1E3,po_000280,po_000279,252,1,3486,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000096,product A,V1E1,po_000281,MFG,1525,0,1525,center_0,0,0,0,0,1,0,0,0,0,0,1982,1
sn_000096,product A,V1E2,po_000282,po_000281,1982,1,3507,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000097,product A,V1E1,po_000283,MFG,725,0,725,center_0,0,0,0,0,1,0,0,0,0,0,1364,0
sn_000097,product A,V1E2,po_000284,po_000283,1364,0,2089,center_2,0,0,0,0,1,0,0,0,0,0,1372,1
sn_000097,product A,V1E2,po_000285,po_000284,1372,1,3461,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000098,product A,V1E1,po_000286,MFG,3505,1,3505,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000099,product A,V1E1,po_000287,MFG,810,0,810,center_0,0,0,0,0,1,0,0,0,0,0,2695,1
sn_000099,product A,V1E2,po_000288,po_000287,2695,1,3505,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000100,product A,V1E1,po_000290,po_000289,3505,1,3505,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_000101,product A,V1E1,po_000291,MFG,3503,1,3503,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000102,product A,V1E1,po_000292,MFG,3502,1,3502,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000103,product A,V1E1,po_000293,MFG,1442,0,1442,center_0,0,0,0,0,1,0,0,0,0,0,1149,0
sn_000103,product A,V1E2,po_000294,po_000293,1149,0,2591,center_2,0,0,0,0,1,0,0,0,0,0,905,1
sn_000103,product A,V1E2,po_000295,po_000294,905,1,3496,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000104,product A,V1E1,po_000296,MFG,1238,0,1238,center_0,0,0,0,0,1,0,0,0,0,0,1238,0
sn_000104,product A,V1E2,po_000297,po_000296,1238,0,2476,center_2,0,0,0,0,1,0,0,0,0,0,1003,1
sn_000104,product A,V1E2,po_000298,po_000297,1003,1,3479,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000105,product A,V1E1,po_000299,MFG,732,0,732,center_0,0,0,0,0,1,0,0,0,0,0,1767,1
sn_000105,product A,V1E2,po_000300,po_000299,1767,1,2499,center_1,0,0,0,0,1,0,0,0,0,0,,
sn_000106,product A,V1E1,po_000301,MFG,3501,1,3501,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000107,product A,V1E1,po_000302,MFG,315,0,315,center_0,0,0,0,1,0,0,0,0,0,1,3184,1
sn_000107,product A,V1E1,po_000303,po_000302,3184,1,3499,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000108,product B,V1E2,po_000304,po_000305,1995,0,1995,center_1,1,1,1,0,1,0,0,0,0,0,1452,1
sn_000108,product A,V1E3,po_000306,po_000304,1452,1,3447,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000109,product A,V1E1,po_000307,MFG,1028,0,1028,center_0,0,0,0,0,1,0,0,0,0,0,2471,1
sn_000109,product A,V1E2,po_000308,po_000307,2471,1,3499,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000110,product A,V1E1,po_000309,MFG,665,1,665,center_0,0,0,0,0,0,1,0,0,0,0,204,0
sn_000110,product A,V1E1,po_000310,po_000309,204,0,869,center_2,0,0,0,0,0,1,0,0,0,0,516,0
sn_000110,product A,V1E1,po_000311,po_000310,516,0,1385,center_2,0,1,0,0,0,0,0,0,0,1,1282,0
sn_000110,product A,V1E1,po_000312,po_000311,1282,0,2667,center_2,0,0,0,0,1,0,0,0,0,1,973,1
sn_000110,product A,V1E3,po_000314,po_000312,973,1,3640,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000111,product A,V1E1,po_000315,MFG,966,0,966,center_0,0,0,0,0,1,0,0,0,0,0,1293,0
sn_000111,product A,V1E2,po_000316,po_000315,1293,0,2259,center_2,0,0,0,0,1,0,0,0,0,0,1227,1
sn_000111,product A,V1E2,po_000317,po_000316,1227,1,3486,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000112,product A,V1E1,po_000318,MFG,910,0,910,center_0,0,0,0,0,0,0,0,0,0,1,2585,1
sn_000112,product A,V1E1,po_000319,po_000318,2585,1,3495,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000113,product A,V1E1,po_000320,MFG,1091,0,1091,center_0,0,0,0,0,1,0,0,0,0,0,54,1
sn_000113,product A,V1E2,po_000321,po_000320,54,1,1145,center_2,0,0,0,0,0,0,0,0,0,0,1149,0
sn_000113,product A,V1E2,po_000322,po_000321,1149,0,2294,center_2,0,0,0,0,1,1,0,0,0,0,1183,1
sn_000113,product A,V1E2,po_000323,po_000322,1183,1,3477,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000114,product A,V1E1,po_000324,MFG,1447,0,1447,center_0,0,0,0,0,1,0,0,0,0,0,1136,0
sn_000114,product A,V1E2,po_000325,po_000324,1136,0,2583,center_1,0,0,0,0,1,0,0,0,0,0,897,1
sn_000114,product A,V1E2,po_000326,po_000325,897,1,3480,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000115,product A,V1E1,po_000327,MFG,804,0,804,center_0,0,0,0,0,1,0,0,0,0,1,2666,1
sn_000115,product A,V1E2,po_000329,po_000328,2666,1,3470,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000116,product A,V1E1,po_000330,MFG,1072,0,1072,center_0,0,0,0,0,1,0,0,0,0,0,826,0
sn_000116,product A,V1E2,po_000331,po_000330,826,0,1898,center_2,0,0,0,0,1,0,0,0,0,0,418,1
sn_000116,product A,V1E2,po_000333,po_000332,418,1,2316,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000117,product A,V1E1,po_000334,MFG,1501,0,1501,center_0,0,0,0,0,1,0,0,0,0,0,983,0
sn_000117,product A,V1E2,po_000335,po_000334,983,0,2484,center_2,0,0,0,0,1,0,0,0,0,0,1001,1
sn_000117,product A,V1E2,po_000336,po_000335,1001,1,3485,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000118,product A,V1E1,po_000337,MFG,3492,1,3492,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000119,product A,V1E1,po_000338,MFG,677,1,677,center_0,0,0,0,0,0,0,0,0,0,0,147,0
sn_000119,product A,V1E1,po_000339,po_000338,147,0,824,center_1,0,0,0,0,1,0,0,0,0,0,112,1
sn_000119,product A,V1E2,po_000340,po_000339,112,1,936,center_1,0,0,0,0,0,0,0,0,0,0,1405,0
sn_000119,product A,V1E2,po_000341,po_000340,1405,0,2341,center_1,0,0,0,0,1,0,0,0,0,0,1102,1
sn_000119,product A,V1E2,po_000342,po_000341,1102,1,3443,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000120,product A,V1E1,po_000343,MFG,1207,0,1207,center_0,1,0,1,0,1,0,0,0,0,0,1378,0
sn_000120,product A,V1E2,po_000344,po_000343,1378,0,2585,center_2,0,1,1,0,1,0,1,0,0,0,882,1
sn_000120,product A,V1E2,po_000345,po_000344,882,1,3467,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000121,product A,V1E1,po_000346,MFG,511,1,511,center_0,0,0,0,0,0,0,0,0,0,0,1176,0
sn_000121,product A,V1E1,po_000347,po_000346,1176,0,1687,center_2,0,0,0,0,1,0,0,0,0,0,769,0
sn_000121,product A,V1E2,po_000348,po_000347,769,0,2456,center_1,0,0,0,0,1,0,0,0,0,0,987,1
sn_000121,product A,V1E2,po_000349,po_000348,987,1,3443,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000122,product A,V1E1,po_000350,MFG,1185,0,1185,center_0,0,0,0,0,0,1,0,0,0,0,1700,0
sn_000122,product A,V1E1,po_000351,po_000350,1700,0,2885,center_2,0,0,0,0,1,0,0,0,0,0,603,1
sn_000122,product A,V1E3,po_000352,po_000351,603,1,3488,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000123,product A,V1E1,po_000353,MFG,3487,1,3487,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000124,product B,V1E2,po_000354,po_000355,1424,0,1424,center_1,0,0,0,0,1,0,0,0,0,0,1546,0
sn_000124,product A,V1E1,po_000355,MFG,1546,0,2970,center_0,0,0,0,0,1,0,0,0,0,0,1941,1
sn_000124,product A,V1E2,po_000356,po_000355,1941,1,4911,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000125,product A,V1E1,po_000357,MFG,3486,1,3486,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000126,product A,V1E1,po_000358,MFG,1105,0,1105,center_0,0,0,0,0,1,1,0,0,0,0,4125,1
sn_000126,product A,V1E2,po_000360,po_000358,4125,1,5230,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000127,product A,V1E1,po_000361,MFG,1068,0,1068,center_0,0,0,0,0,1,0,0,0,0,0,1006,0
sn_000127,product A,V1E2,po_000362,po_000361,1006,0,2074,center_1,0,0,0,0,1,0,0,0,0,0,1403,1
sn_000127,product A,V1E2,po_000363,po_000362,1403,1,3477,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000128,product A,V1E1,po_000364,MFG,1286,0,1286,center_0,0,0,0,0,1,0,0,0,0,0,1341,0
sn_000128,product A,V1E2,po_000365,po_000364,1341,0,2627,center_2,0,0,0,0,1,0,0,0,0,0,850,1
sn_000128,product A,V1E2,po_000366,po_000365,850,1,3477,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000129,product A,V1E1,po_000367,MFG,1210,0,1210,center_0,0,0,0,0,1,0,0,0,0,1,1364,0
sn_000129,product A,V1E2,po_000368,po_000367,1364,0,2574,center_2,0,0,0,0,1,1,0,0,0,0,892,1
sn_000129,product A,V1E2,po_000369,po_000368,892,1,3466,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000130,product A,V1E1,po_000371,po_000370,3481,1,3481,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_000131,product B,V1E2,po_000372,po_000375,903,0,903,center_1,0,0,0,0,1,0,0,0,0,0,860,0
sn_000131,product A,V1E1,po_000373,MFG,860,0,1763,center_0,0,0,0,0,0,1,0,0,0,0,663,0
sn_000131,product A,V1E1,po_000374,po_000373,663,0,2426,center_1,0,0,0,0,1,0,0,0,0,1,714,0
sn_000131,product A,V1E2,po_000375,po_000374,714,0,3140,center_1,0,0,0,0,0,1,0,0,0,0,1220,1
sn_000131,product A,V1E2,po_000376,po_000375,1220,1,4360,center_1,0,0,0,0,0,0,0,0,0,0,,
sn_000132,product A,V1E1,po_000377,MFG,1245,0,1245,center_0,0,0,0,0,0,1,0,0,0,0,1428,0
sn_000132,product A,V1E1,po_000378,po_000377,1428,0,2673,center_2,0,0,0,0,1,0,0,0,0,0,547,0
sn_000132,product A,V1E3,po_000379,po_000378,547,0,3220,center_2,1,1,0,0,0,0,0,0,0,0,211,1
sn_000132,product A,V1E3,po_000380,po_000379,211,1,3431,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000133,product A,V1E1,po_000381,MFG,1391,0,1391,center_0,0,0,0,0,1,1,0,0,0,0,806,0
sn_000133,product A,V1E2,po_000382,po_000381,806,0,2197,center_2,0,0,0,0,1,0,0,0,0,0,1274,1
sn_000133,product A,V1E2,po_000383,po_000382,1274,1,3471,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000134,product A,V1E1,po_000384,MFG,1130,0,1130,center_0,0,0,0,0,1,0,0,0,0,0,1423,0
sn_000134,product A,V1E2,po_000385,po_000384,1423,0,2553,center_2,0,0,0,0,1,0,0,0,0,0,917,1
sn_000134,product A,V1E2,po_000386,po_000385,917,1,3470,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000135,product A,V1E1,po_000387,MFG,1144,0,1144,center_0,0,0,0,0,1,0,0,0,0,0,1199,0
sn_000135,product A,V1E2,po_000388,po_000387,1199,0,2343,center_2,0,0,0,0,1,1,0,0,0,0,1126,1
sn_000135,product A,V1E2,po_000389,po_000388,1126,1,3469,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000136,product A,V1E1,po_000390,MFG,975,0,975,center_0,0,0,0,0,1,1,0,0,0,0,1220,0
sn_000136,product A,V1E2,po_000391,po_000390,1220,0,2195,center_2,0,0,0,0,1,0,0,0,0,0,988,0
sn_000136,product A,V1E2,po_000392,po_000391,988,0,3183,center_2,0,0,0,0,1,1,0,0,0,0,279,1
sn_000136,product A,V1E3,po_000393,po_000392,279,1,3462,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000137,product A,V1E1,po_000394,MFG,1032,0,1032,center_0,0,0,0,0,1,0,0,0,0,0,1574,0
sn_000137,product A,V1E2,po_000395,po_000394,1574,0,2606,center_2,0,0,0,0,1,0,0,0,0,0,870,1
sn_000137,product A,V1E2,po_000396,po_000395,870,1,3476,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000138,product A,V1E1,po_000397,MFG,916,0,916,center_0,0,0,0,0,1,0,0,0,0,0,1277,0
sn_000138,product A,V1E2,po_000398,po_000397,1277,0,2193,center_2,0,0,0,0,1,0,0,0,0,0,1280,1
sn_000138,product A,V1E2,po_000399,po_000398,1280,1,3473,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000139,product A,V1E1,po_000400,MFG,3481,1,3481,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000140,product A,V1E1,po_000401,MFG,3481,1,3481,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000141,product A,V1E1,po_000402,MFG,3481,1,3481,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000142,product A,V1E1,po_000403,MFG,981,0,981,center_0,0,0,0,0,1,0,0,0,0,0,1218,0
sn_000142,product A,V1E2,po_000404,po_000403,1218,0,2199,center_2,0,0,0,0,1,0,0,0,0,0,190,1
sn_000142,product A,V1E2,po_000405,po_000404,190,1,2389,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000143,product A,V1E1,po_000406,MFG,3478,1,3478,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000144,product A,V1E1,po_000407,MFG,1021,0,1021,center_0,0,0,0,0,1,0,0,0,0,0,1606,0
sn_000144,product A,V1E2,po_000408,po_000407,1606,0,2627,center_2,0,0,0,0,1,1,0,0,0,0,846,1
sn_000144,product A,V1E2,po_000409,po_000408,846,1,3473,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000145,product A,V1E1,po_000410,MFG,3478,1,3478,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000146,product A,V1E1,po_000411,MFG,1036,0,1036,center_0,0,0,0,0,0,1,0,0,0,0,1197,0
sn_000146,product A,V1E1,po_000412,po_000411,1197,0,2233,center_2,0,0,0,0,1,0,0,0,0,0,1622,1
sn_000146,product A,V1E2,po_000414,po_000412,1622,1,3855,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000147,product A,V1E1,po_000415,MFG,1024,0,1024,center_0,0,0,0,0,0,1,0,0,0,0,1441,0
sn_000147,product A,V1E1,po_000416,po_000415,1441,0,2465,center_2,0,0,0,0,1,0,0,0,0,0,1436,1
sn_000147,product A,V1E3,po_000418,po_000416,1436,1,3901,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000148,product A,V1E1,po_000419,MFG,925,0,925,center_0,0,0,0,0,1,0,0,0,0,0,168,0
sn_000148,product A,V1E2,po_000420,po_000419,168,0,1093,center_2,1,0,0,0,0,0,0,0,1,0,1033,0
sn_000148,product A,V1E2,po_000421,po_000420,1033,0,2126,center_2,0,0,0,0,1,0,0,0,0,0,1319,1
sn_000148,product A,V1E2,po_000422,po_000421,1319,1,3445,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000149,product A,V1E1,po_000423,MFG,956,0,956,center_0,0,0,0,0,0,1,0,0,0,0,379,1
sn_000149,product A,V1E1,po_000424,po_000423,379,1,1335,center_2,0,0,0,0,0,0,0,0,0,0,395,0
sn_000149,product A,V1E1,po_000425,po_000424,395,0,1730,center_2,0,1,1,0,0,0,0,0,1,1,415,1
sn_000149,product A,V1E1,po_000426,po_000425,415,1,2145,center_2,0,0,0,0,0,0,0,0,0,0,153,0
sn_000149,product A,V1E1,po_000427,po_000426,153,0,2298,center_2,0,0,0,0,1,0,0,0,0,0,494,0
sn_000149,product A,V1E2,po_000428,po_000427,494,0,2792,center_2,0,0,0,0,1,0,0,0,0,0,569,1
sn_000149,product A,V1E3,po_000429,po_000428,569,1,3361,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000150,product A,V1E1,po_000430,MFG,1812,0,1812,center_0,0,0,0,0,1,0,0,0,0,0,1052,0
sn_000150,product A,V1E2,po_000431,po_000430,1052,0,2864,center_2,0,0,0,0,1,0,0,0,0,0,603,1
sn_000150,product A,V1E3,po_000432,po_000431,603,1,3467,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000151,product A,V1E1,po_000433,MFG,1159,0,1159,center_0,0,0,0,0,1,0,0,0,0,0,492,0
sn_000151,product A,V1E2,po_000434,po_000433,492,0,1651,center_2,1,1,1,0,0,1,0,0,1,0,677,0
sn_000151,product A,V1E2,po_000435,po_000434,677,0,2328,center_2,0,0,0,0,1,0,0,0,0,0,62,0
sn_000151,product A,V1E2,po_000436,po_000435,62,0,2390,center_2,0,0,0,0,1,0,0,0,0,0,1039,1
sn_000151,product A,V1E2,po_000437,po_000436,1039,1,3429,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000152,product A,V1E1,po_000438,MFG,838,0,838,center_0,0,0,0,0,0,1,0,0,0,0,1261,0
sn_000152,product A,V1E1,po_000439,po_000438,1261,0,2099,center_2,0,0,0,0,1,0,0,0,0,1,1080,0
sn_000152,product A,V1E2,po_000440,po_000439,1080,0,3179,center_2,0,0,0,0,1,0,0,0,0,0,252,1
sn_000152,product A,V1E3,po_000441,po_000440,252,1,3431,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000153,product A,V1E1,po_000442,MFG,337,1,337,center_0,0,0,0,0,0,0,0,0,0,0,917,0
sn_000153,product A,V1E1,po_000443,po_000442,917,0,1254,center_2,0,0,0,0,1,0,0,0,0,0,504,0
sn_000153,product A,V1E2,po_000444,po_000443,504,0,1758,center_2,0,0,0,1,0,0,0,0,0,0,1679,1
sn_000153,product A,V1E2,po_000445,po_000444,1679,1,3437,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000154,product A,V1E1,po_000446,MFG,3471,1,3471,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000155,product A,V1E1,po_000447,MFG,3471,1,3471,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000156,product A,V1E1,po_000448,MFG,1520,0,1520,center_0,0,0,0,0,1,0,0,0,0,0,1948,1
sn_000156,product A,V1E2,po_000449,po_000448,1948,1,3468,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000157,product A,V1E1,po_000450,MFG,1111,0,1111,center_0,0,0,0,0,1,0,0,0,0,0,1250,0
sn_000157,product A,V1E2,po_000451,po_000450,1250,0,2361,center_2,0,0,0,0,1,0,0,0,0,0,1094,1
sn_000157,product A,V1E2,po_000452,po_000451,1094,1,3455,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000158,product A,V1E1,po_000453,MFG,2682,1,2682,center_0,0,0,0,0,1,0,0,0,0,0,,
sn_000159,product A,V1E1,po_000454,MFG,883,0,883,center_0,0,0,0,0,0,1,0,0,0,0,871,0
sn_000159,product A,V1E1,po_000455,po_000454,871,0,1754,center_2,0,0,0,0,0,0,0,0,0,1,367,0
sn_000159,product A,V1E1,po_000456,po_000455,367,0,2121,center_2,0,0,0,0,1,1,0,0,0,0,876,0
sn_000159,product A,V1E2,po_000457,po_000456,876,0,2997,center_2,0,0,0,0,1,0,0,0,0,0,427,1
sn_000159,product A,V1E3,po_000458,po_000457,427,1,3424,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000160,product A,V1E1,po_000459,MFG,1170,0,1170,center_0,0,0,0,0,0,1,0,0,0,0,581,0
sn_000160,product A,V1E1,po_000460,po_000459,581,0,1751,center_2,1,0,1,0,0,0,0,0,0,0,607,0
sn_000160,product A,V1E1,po_000461,po_000460,607,0,2358,center_2,0,0,0,0,1,0,0,0,0,0,560,0
sn_000160,product A,V1E2,po_000462,po_000461,560,0,2918,center_2,0,0,1,1,1,0,0,0,0,1,762,1
sn_000160,product A,V1E3,po_000464,po_000462,762,1,3680,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000161,product A,V1E1,po_000465,MFG,675,0,675,center_0,0,0,0,0,0,1,0,0,0,0,811,0
sn_000161,product A,V1E1,po_000466,po_000465,811,0,1486,center_2,0,0,0,0,1,1,0,0,0,0,3315,1
sn_000161,product A,V1E2,po_000468,po_000466,3315,1,4801,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000162,product A,V1E1,po_000469,MFG,817,0,817,center_0,0,0,0,0,1,0,0,0,0,0,1239,0
sn_000162,product A,V1E2,po_000470,po_000469,1239,0,2056,center_2,0,0,0,0,0,0,0,0,0,1,496,0
sn_000162,product A,V1E2,po_000471,po_000470,496,0,2552,center_2,0,0,0,0,1,0,0,0,0,1,876,1
sn_000162,product A,V1E2,po_000472,po_000471,876,1,3428,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000163,product A,V1E1,po_000473,MFG,1017,0,1017,center_0,1,0,0,0,0,0,0,0,0,0,249,0
sn_000163,product A,V1E1,po_000474,po_000473,249,0,1266,center_2,1,1,1,0,0,1,0,0,0,0,988,0
sn_000163,product A,V1E1,po_000475,po_000474,988,0,2254,center_2,0,0,0,0,1,0,0,0,0,0,721,0
sn_000163,product A,V1E2,po_000476,po_000475,721,0,2975,center_2,0,0,0,0,1,0,0,0,0,0,413,1
sn_000163,product A,V1E3,po_000478,po_000477,413,1,3388,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000164,product A,V1E1,po_000479,MFG,3179,1,3179,center_0,0,0,0,0,0,1,0,0,0,0,,
sn_000165,product A,V1E1,po_000481,po_000480,3464,1,3464,center_3,0,0,0,0,0,0,0,0,0,0,,
sn_000166,product A,V1E1,po_000482,MFG,668,0,668,center_0,0,0,0,0,1,0,0,0,0,0,1327,0
sn_000166,product A,V1E2,po_000483,po_000482,1327,0,1995,center_2,0,0,0,0,1,0,0,0,0,0,1430,1
sn_000166,product A,V1E2,po_000484,po_000483,1430,1,3425,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000167,product A,V1E1,po_000485,MFG,1156,0,1156,center_0,0,0,0,0,0,1,0,0,0,0,1875,0
sn_000167,product A,V1E1,po_000486,po_000485,1875,0,3031,center_2,0,0,0,0,1,0,0,0,0,0,416,1
sn_000167,product A,V1E3,po_000487,po_000486,416,1,3447,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000168,product A,V1E1,po_000488,MFG,3465,1,3465,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000169,product A,V1E1,po_000489,MFG,3465,1,3465,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000170,product A,V1E1,po_000490,MFG,1019,0,1019,center_0,0,0,0,0,1,0,0,0,0,0,1066,0
sn_000170,product A,V1E2,po_000491,po_000490,1066,0,2085,center_2,0,0,0,1,1,0,0,0,0,0,1365,1
sn_000170,product A,V1E2,po_000492,po_000491,1365,1,3450,center_2,0,0,0,0,0,0,0,0,0,0,,
sn_000171,product A,V1E1,po_000493,MFG,3463,1,3463,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000172,product A,V1E1,po_000494,MFG,3451,1,3451,center_0,0,0,0,0,0,0,0,0,0,0,,
sn_000173,product A,V1E1,po_000495,MFG,831,0,831,center_0,0,0,0,0,1,0,0,0,0,0,308,0
sn_000173,product A,V1E2,po_000496,po_000495,308,0,1139,center_2,0,0,0,0,0,1,0,0,0,0,995,0
